year,entrantId,constructorId,driverID,tookPart,testDriver
1954,federal-auto-associates,kurtis-kraft,paul-russo,true,false
1954,francis-bardazon,kurtis-kraft,bob-sweikert,true,false
1954,georges-berger,gordini,georges-berger,true,false
1954,gilby-engineering,maserati,roy-salvadori,true,false
1954,giovanni-de-riu,maserati,giovanni-de-riu,true,false
1954,goulds-garage-bristol,cooper,horace-gould,true,false
1954,ha-chapman,nichels,andy-linden,true,false
1954,ha-chapman,nichels,jimmy-daywalt,true,false
1954,ha-chapman,nichels,johnny-thomson,true,false
1954,ha-chapman,stevens,bob-scott,true,false
1954,ha-chapman,stevens,ed-elisian,true,false
1954,hans-klenk,klenk,theo-helfrich,true,false
1954,harry-dunn,kurtis-kraft,pat-flaherty,true,false
1954,harry-schell,maserati,harry-schell,true,false
1954,hart-fullerton,kurtis-kraft,marshall-teague,true,false
1954,howard-keck,kurtis-kraft,bill-vukovich,true,false
1954,hw-motors,hwm,lance-macklin,true,false
1954,jack-hinkle,kurtis-kraft,jack-mcgrath,true,false
1954,jc-agajanian,kuzma,chuck-stevenson,true,false
1954,jc-agajanian,kuzma,walt-faulkner,true,false
1954,jim-robbins,stevens,cal-niday,true,false
1954,john-zink,kurtis-kraft,gene-hartley,true,false
1954,john-zink,kurtis-kraft,marshall-teague,true,false
1954,jorge-daponte,maserati,jorge-daponte,true,false
1954,lee-elkins,kurtis-kraft,mike-nazaruk,true,false
1954,leslie-marr,connaught,leslie-marr,true,false
1954,lindsey-hopkins,kurtis-kraft,pat-oconnor,true,false
1954,mel-wiggers,kurtis-kraft,tony-bettenhausen,true,false
1954,miklos-sperling,kurtis-kraft,fred-agabashian,true,false
1954,murrell-belanger,kurtis-kraft,jerry-hoyt,true,false
1954,officine-alfieri-maserati,maserati,juan-manuel-fangio,true,false
1954,officine-alfieri-maserati,maserati,luigi-musso,true,false
1954,officine-alfieri-maserati,maserati,onofre-marimon,true,false
1954,officine-alfieri-maserati,maserati,birabongse-bhanudej,true,false
1954,officine-alfieri-maserati,maserati,sergio-mantovani,true,false
1954,officine-alfieri-maserati,maserati,alberto-ascari,true,false
1954,officine-alfieri-maserati,maserati,luigi-villoresi,true,false
1954,officine-alfieri-maserati,maserati,harry-schell,true,false
1954,officine-alfieri-maserati,maserati,roberto-mieres,true,false
1954,officine-alfieri-maserati,maserati,stirling-moss,true,false
1954,officine-alfieri-maserati,maserati,louis-rosier,true,false
1954,officine-alfieri-maserati,maserati,paco-godia,true,false
1954,onofre-marimon,maserati,carlos-menditeguy,true,false
1954,owen-racing-organisation,maserati,ken-wharton,true,false
1954,pat-clancy,kurtis-kraft,jimmy-davies,true,false
1954,peter-schmidt,kuzma,manny-ayulo,true,false
1954,peter-schmidt,kuzma,walt-faulkner,true,false
1954,peter-whitehead,cooper,peter-whitehead,true,false
1954,prince-bira,maserati,birabongse-bhanudej,true,false
1954,prince-bira,maserati,ron-flockhart,true,false
1954,ray-crawford,kurtis-kraft,ernie-mccoy,true,false
1954,ray-t-brady,schroeder,george-fonder,true,false
1954,ray-t-brady,schroeder,len-duncan,true,false
1954,rj-chase,cooper,alan-brown,true,false
1954,roberto-mieres,maserati,roberto-mieres,true,false
1954,rrc-walker-racing-team,connaught,john-riseley-prichard,true,false
1954,sandy-belond,kurtis-kraft,johnnie-parsons,true,false
1954,scuderia-ambrosiana,ferrari,reg-parnell,true,false
1954,scuderia-ferrari,ferrari,jose-froilan-gonzalez,true,false
1954,scuderia-ferrari,ferrari,mike-hawthorn,true,false
1954,scuderia-ferrari,ferrari,nino-farina,true,false
1954,scuderia-ferrari,ferrari,umberto-maglioli,true,false
1954,scuderia-ferrari,ferrari,maurice-trintignant,true,false
1954,scuderia-ferrari,ferrari,piero-taruffi,true,false
1954,scuderia-ferrari,ferrari,robert-manzon,true,false
1954,scuderia-ferrari,ferrari,alberto-ascari,true,false
1954,scuderia-lancia,lancia,alberto-ascari,true,false
1954,scuderia-lancia,lancia,luigi-villoresi,true,false
1954,shouse-motors,kurtis-kraft,pat-flaherty,true,false
1954,sir-jeremy-boles,connaught,don-beauman,true,false
1954,vandervell-products,vanwall,peter-collins,true,false
1954,verlin-brown,schroeder,andy-linden,true,false
1954,verlin-brown,schroeder,bob-scott,true,false
1954,w-thayer-martin,kurtis-kraft,frank-armi,true,false
1954,w-thayer-martin,kurtis-kraft,george-fonder,true,false
1954,william-ansted,kurtis-kraft,jerry-hoyt,true,false
1954,william-ansted,kurtis-kraft,paul-russo,true,false
1955,ae-dean,kuzma,jimmy-bryan,true,false
1955,alberto-uria,maserati,alberto-uria,true,false
1955,bob-estes,phillips,don-freeland,true,false
1955,carl-l-anderson,kurtis-kraft,johnnie-parsons,true,false
1955,cars-inc,kurtis-kraft,sam-hanks,true,false
1955,chapman-s-root,kurtis-kraft,jimmy-daywalt,true,false
1955,chapman-s-root,kurtis-kraft,johnny-boyd,true,false
1955,connaught-engineering,connaught,jack-fairman,true,false
1955,connaught-engineering,connaught,kenneth-mcalpine,true,false
1955,cooper-car-company,cooper,jack-brabham,true,false
1955,daimler-benz-ag,mercedes,hans-herrmann,true,false
1955,daimler-benz-ag,mercedes,juan-manuel-fangio,true,false
1955,daimler-benz-ag,mercedes,karl-kling,true,false
1955,daimler-benz-ag,mercedes,stirling-moss,true,false
1955,daimler-benz-ag,mercedes,andre-simon,true,false
1955,daimler-benz-ag,mercedes,piero-taruffi,true,false
1955,dr-rn-sabourin,pawl,eddie-russo,true,false
1955,ecurie-rosier,maserati,louis-rosier,true,false
1955,emmett-malloy,pankratz,jimmy-reece,true,false
1955,en-whiteaway,hwm,ted-whiteaway,true,false
1955,equipe-gordini,gordini,elie-bayol,true,false
1955,equipe-gordini,gordini,jesus-iglesias,true,false
1955,equipe-gordini,gordini,pablo-birger,true,false
1955,equipe-gordini,gordini,jacques-pollet,true,false
1955,equipe-gordini,gordini,robert-manzon,true,false
1955,equipe-gordini,gordini,hermano-da-silva-ramos,true,false
1955,equipe-gordini,gordini,mike-sparken,true,false
1955,equipe-gordini,gordini,jean-lucas,true,false
1955,equipe-nationale-belge,ferrari,johnny-claes,true,false
1955,er-casale,kuzma,rodger-ward,true,false
1955,federal-auto-associates,kurtis-kraft,chuck-weyant,true,false
1955,federal-auto-associates,kurtis-kraft,fred-agabashian,true,false
1955,gilby-engineering,maserati,roy-salvadori,true,false
1955,goulds-garage-bristol,maserati,horace-gould,true,false
1955,ha-chapman,kurtis-kraft,paul-russo,true,false
1955,ha-chapman,kurtis-kraft,tony-bettenhausen,true,false
1955,harry-dunn,kurtis-kraft,pat-flaherty,true,false
1955,jack-hinkle,kurtis-kraft,jack-mcgrath,true,false
1955,jc-agajanian,kuzma,duane-carter,true,false
1955,jim-robbins,stevens,jerry-hoyt,true,false
1955,john-l-mcdaniel,schroeder,keith-andrews,true,false
1955,john-zink,kurtis-kraft,bob-sweikert,true,false
1955,joseph-massaglia-jr,kurtis-kraft,andy-linden,true,false
1955,kalamazoo-sports-inc,trevis,eddie-johnson,true,false
1955,leslie-marr,connaught,leslie-marr,true,false
1955,lindsey-hopkins,kurtis-kraft,bill-vukovich,true,false
1955,m-pete-wales,kurtis-kraft,ed-elisian,true,false
1955,merz-engineering-inc,kurtis-kraft,bill-homeier,true,false
1955,merz-engineering-inc,kurtis-kraft,walt-faulkner,true,false
1955,murrell-belanger,kurtis-kraft,art-cross,true,false
1955,officine-alfieri-maserati,maserati,carlos-menditeguy,true,false
1955,officine-alfieri-maserati,maserati,clemar-bucci,true,false
1955,officine-alfieri-maserati,maserati,harry-schell,true,false
1955,officine-alfieri-maserati,maserati,jean-behra,true,false
1955,officine-alfieri-maserati,maserati,luigi-musso,true,false
1955,officine-alfieri-maserati,maserati,roberto-mieres,true,false
1955,officine-alfieri-maserati,maserati,sergio-mantovani,true,false
1955,officine-alfieri-maserati,maserati,cesare-perdisa,true,false
1955,officine-alfieri-maserati,maserati,andre-simon,true,false
1955,officine-alfieri-maserati,maserati,horace-gould,true,false
1955,officine-alfieri-maserati,maserati,peter-collins,true,false
1955,owen-racing-organisation,maserati,peter-collins,true,false
1955,pat-clancy,kurtis-kraft,jimmy-davies,true,false
1955,pete-salemi,trevis,shorty-templeman,true,false
1955,peter-schmidt,kuzma,johnny-thomson,true,false
1955,racing-associates,kurtis-kraft,cal-niday,true,false
1955,ray-crawford,kurtis-kraft,ray-crawford,true,false
1955,rotary-engineering-corp,kurtis-kraft,pat-oconnor,true,false
1955,rrc-walker-racing-team,connaught,peter-walker,true,false
1955,rrc-walker-racing-team,connaught,tony-rolt,true,false
1955,samuel-w-traylor-iii,kurtis-kraft,al-keller,true,false
1955,scuderia-ferrari,ferrari,jose-froilan-gonzalez,true,false
1955,scuderia-ferrari,ferrari,maurice-trintignant,true,false
1955,scuderia-ferrari,ferrari,nino-farina,true,false
1955,scuderia-ferrari,ferrari,umberto-maglioli,true,false
1955,scuderia-ferrari,ferrari,harry-schell,true,false
1955,scuderia-ferrari,ferrari,paul-frere,true,false
1955,scuderia-ferrari,ferrari,piero-taruffi,true,false
1955,scuderia-ferrari,ferrari,eugenio-castellotti,true,false
1955,scuderia-ferrari,ferrari,mike-hawthorn,true,false
1955,scuderia-ferrari,lancia,nino-farina,true,false
1955,scuderia-lancia,lancia,alberto-ascari,true,false
1955,scuderia-lancia,lancia,eugenio-castellotti,true,false
1955,scuderia-lancia,lancia,luigi-villoresi,true,false
1955,scuderia-lancia,lancia,louis-chiron,true,false
1955,scuderia-volpini,arzani-volpini,luigi-piotti,true,false
1955,south-california-muffler-co,epperly,jim-rathmann,true,false
1955,stirling-moss-ltd,maserati,lance-macklin,true,false
1955,stirling-moss-ltd,maserati,johnny-claes,true,false
1955,stirling-moss-ltd,maserati,peter-walker,true,false
1955,stirling-moss-ltd,maserati,john-fitch,true,false
1955,tw-wt-martin,kurtis-kraft,al-herman,true,false
1955,vandervell-products,vanwall,mike-hawthorn,true,false
1955,vandervell-products,vanwall,harry-schell,true,false
1955,vandervell-products,vanwall,ken-wharton,true,false
1956,alberto-uria,maserati,alberto-uria,true,false
1956,alberto-uria,maserati,oscar-gonzalez,true,false
1956,andre-simon,maserati,andre-simon,true,false
1956,ansted-rotary-corp,kurtis-kraft,pat-oconnor,true,false
1956,automobiles-bugatti,bugatti,maurice-trintignant,true,false
1956,bob-estes,phillips,don-freeland,true,false
1956,bob-gerard,cooper,bob-gerard,true,false
1956,bruce-halford,maserati,bruce-halford,true,false
1956,carl-l-anderson,kurtis-kraft,johnnie-tolan,true,false
1956,cars-inc,kurtis-kraft,sam-hanks,true,false
1956,chapman-s-root,kurtis-kraft,jimmy-daywalt,true,false
1956,connaught-engineering,connaught,desmond-titterington,true,false
1956,connaught-engineering,connaught,archie-scott-brown,true,false
1956,connaught-engineering,connaught,jack-fairman,true,false
1956,connaught-engineering,connaught,les-leston,true,false
1956,connaught-engineering,connaught,ron-flockhart,true,false
1956,dean-van-lines,kuzma,jimmy-bryan,true,false
1956,dunn-engineering,kurtis-kraft,keith-andrews,true,false
1956,ecurie-rosier,maserati,louis-rosier,true,false
1956,ed-walsh,kurtis-kraft,rodger-ward,true,false
1956,emeryson-cars,emeryson,paul-emery,true,false
1956,equipe-gordini,gordini,andre-pilette,true,false
1956,equipe-gordini,gordini,elie-bayol,true,false
1956,equipe-gordini,gordini,hermano-da-silva-ramos,true,false
1956,equipe-gordini,gordini,robert-manzon,true,false
1956,equipe-gordini,gordini,andre-milhoux,true,false
1956,equipe-gordini,gordini,andre-simon,true,false
1956,er-casale,kuzma,billy-garrett,true,false
1956,ernest-l-ruiz,kurtis-kraft,jack-turner,true,false
1956,federal-auto-associates,kurtis-kraft,bob-veith,true,false
1956,federal-auto-associates,kurtis-kraft,fred-agabashian,true,false
1956,fred-somers,kurtis-kraft,ed-elisian,true,false
1956,fred-somers,kurtis-kraft,eddie-russo,true,false
1956,george-bignotti,kurtis-kraft,johnny-boyd,true,false
1956,gilby-engineering,maserati,roy-salvadori,true,false
1956,giorgio-scarlatti,ferrari,giorgio-scarlatti,true,false
1956,goulds-garage-bristol,maserati,horace-gould,true,false
1956,ha-chapman,kurtis-kraft,andy-linden,true,false
1956,harry-dunn,kurtis-kraft,al-keller,true,false
1956,hh-johnson,kurtis-kraft,bob-christie,true,false
1956,jack-brabham,maserati,jack-brabham,true,false
1956,jc-agajanian,kuzma,johnnie-parsons,true,false
1956,jim-robbins,stevens,cliff-griffith,true,false
1956,john-zink,kurtis-kraft,troy-ruttman,true,false
1956,john-zink,watson,pat-flaherty,true,false
1956,joseph-massaglia-jr,lesovsky,jimmy-reece,true,false
1956,kalamazoo-sports-inc,kurtis-kraft,dick-rathmann,true,false
1956,lindsey-hopkins,kurtis-kraft,jim-rathmann,true,false
1956,luigi-piotti,maserati,luigi-villoresi,true,false
1956,luigi-piotti,maserati,luigi-piotti,true,false
1956,murrell-belanger,kurtis-kraft,tony-bettenhausen,true,false
1956,novi-racing-corp,kurtis-kraft,paul-russo,true,false
1956,officine-alfieri-maserati,maserati,carlos-menditeguy,true,false
1956,officine-alfieri-maserati,maserati,chico-landi,true,false
1956,officine-alfieri-maserati,maserati,gerino-gerini,true,false
1956,officine-alfieri-maserati,maserati,jean-behra,true,false
1956,officine-alfieri-maserati,maserati,jose-froilan-gonzalez,true,false
1956,officine-alfieri-maserati,maserati,luigi-piotti,true,false
1956,officine-alfieri-maserati,maserati,stirling-moss,true,false
1956,officine-alfieri-maserati,maserati,cesare-perdisa,true,false
1956,officine-alfieri-maserati,maserati,mike-hawthorn,true,false
1956,officine-alfieri-maserati,maserati,paco-godia,true,false
1956,officine-alfieri-maserati,maserati,piero-taruffi,true,false
1956,officine-alfieri-maserati,maserati,umberto-maglioli,true,false
1956,officine-alfieri-maserati,maserati,jo-bonnier,true,false
1956,officine-alfieri-maserati,maserati,luigi-villoresi,true,false
1956,ottorino-volonterio,maserati,ottorino-volonterio,true,false
1956,owen-racing-organisation,maserati,mike-hawthorn,true,false
1956,owen-racing-organisation,brm,mike-hawthorn,true,false
1956,owen-racing-organisation,brm,tony-brooks,true,false
1956,owen-racing-organisation,brm,ron-flockhart,true,false
1956,pat-clancy,kurtis-kraft,al-herman,true,false
1956,pete-salemi,kuzma,eddie-johnson,true,false
1956,pete-salemi,kuzma,gene-hartley,true,false
1956,peter-schmidt,kuzma,johnny-thomson,true,false
1956,piero-scotti,connaught,piero-scotti,true,false
1956,racing-associates,kuzma,bob-sweikert,true,false
1956,ray-crawford,kurtis-kraft,ray-crawford,true,false
1956,samuel-w-traylor-iii,kurtis-kraft,al-keller,true,false
1956,scuderia-centro-sud,maserati,louis-chiron,true,false
1956,scuderia-centro-sud,maserati,luigi-villoresi,true,false
1956,scuderia-centro-sud,maserati,harry-schell,true,false
1956,scuderia-centro-sud,maserati,emmanuel-de-graffenried,true,false
1956,scuderia-centro-sud,ferrari,giorgio-scarlatti,true,false
1956,scuderia-ferrari,ferrari,eugenio-castellotti,true,false
1956,scuderia-ferrari,ferrari,juan-manuel-fangio,true,false
1956,scuderia-ferrari,ferrari,luigi-musso,true,false
1956,scuderia-ferrari,ferrari,olivier-gendebien,true,false
1956,scuderia-ferrari,ferrari,peter-collins,true,false
1956,scuderia-ferrari,ferrari,andre-pilette,true,false
1956,scuderia-ferrari,ferrari,paul-frere,true,false
1956,scuderia-ferrari,ferrari,alfonso-de-portago,true,false
1956,scuderia-ferrari,ferrari,wolfgang-von-trips,true,false
1956,scuderia-guastalla,maserati,umberto-maglioli,true,false
1956,scuderia-guastalla,maserati,gerino-gerini,true,false
1956,shannon-bros,kurtis-kraft,duke-dinsmore,true,false
1956,vandervell-products,vanwall,harry-schell,true,false
1956,vandervell-products,vanwall,maurice-trintignant,true,false
1956,vandervell-products,vanwall,colin-chapman,true,false
1956,vandervell-products,vanwall,mike-hawthorn,true,false
1956,vandervell-products,vanwall,jose-froilan-gonzalez,true,false
1956,vandervell-products,vanwall,piero-taruffi,true,false
1957,ae-dean,kuzma,jimmy-bryan,true,false
1957,ansted-rotary-corp,kurtis-kraft,don-freeland,true,false
1957,bob-estes,phillips,bob-veith,true,false
1957,bob-gerard,cooper,bob-gerard,true,false
1957,bruce-halford,maserati,bruce-halford,true,false
1957,cars-inc,kurtis-kraft,bob-christie,true,false
1957,chapman-s-root,kurtis-kraft,johnnie-parsons,true,false
